cddept,referenceprel,cdparametresiseeaux,cdparametre,libmajparametre,libminparametre,libwebparametre,qualitparam,insituana,rqana,cdunitereferencesiseeaux,cdunitereference,limitequal,refqual,valtraduite,casparam,referenceanl
"072","07200139892","HEOD","1173","DIELDRINE","Dieldrine",,"N","L","<0,001","µg/L","133","<=0,03 µg/L","","0.000000","60-57-1","07200141783"
"072","07200139892","HEP","1197","HEPTACHLORE","Heptachlore",,"N","L","<0,001","µg/L","133","<=0,03 µg/L","","0.000000","76-44-8","07200141783"
"072","07200139892","HEPEC","1748","HEPTACHLORE ÉPOXYDE CIS","Heptachlore époxyde cis",,"N","L","<0,001","µg/L","133","<=0,03 µg/L","","0.000000","1024-57-3","07200141783"
"072","07200139892","HEPET","1749","HEPTACHLORE ÉPOXYDE TRANS","Heptachlore époxyde trans",,"N","L","<0,001","µg/L","133","<=0,03 µg/L","","0.000000","28044-83-9","07200141783"
"072","07200139892","HEPTENO","1910","HEPTÉNOPHOS","Hepténophos",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","23560-59-0","07200141783"
"072","07200139892","HTZ","1876","HEXYTHIAZOX","Hexythiazox",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","78587-05-0","07200141783"
"072","07200139892","HXCZ","1405","HEXACONAZOLE","Hexaconazole",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","79983-71-4","07200141783"
"072","07200139892","HXZN","1673","HEXAZINONE","Hexazinone",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","51235-04-2","07200141783"
"072","07200139892","IALDR","1207","ISODRINE","Isodrine",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","465-73-6","07200141783"
"072","07200139892","IMAMOX","2986","IMAZAMOX","Imazamox",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","114311-32-9","07200141783"
"072","07200139892","IMATMET","1911","IMAZAMÉTHABENZ-MÉTHYL","Imazaméthabenz-méthyl",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","81405-85-8","07200141783"
"072","07200139892","IMAZ","1704","IMAZALILE","Imazalile",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","35554-44-0","07200141783"
"072","07200139892","IMAZAQU","2860","IMAZAQUINE","Imazaquine",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","81335-37-7","07200141783"
"072","07200139892","IMETS","1797","METSULFURON MÉTHYL","Metsulfuron méthyl",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","74223-64-6","07200141783"
"072","07200139892","IMIDA","1877","IMIDACLOPRIDE","Imidaclopride",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","138261-41-3","07200141783"
"072","07200139892","INDOXAC","5483","INDOXACARBE","Indoxacarbe",,"N","L","<0,1","µg/L","133","<=0,1 µg/L","","0.000000","173584-44-6","07200141783"
"072","07200139892","IODOFEN","2025","IODOFENPHOS","Iodofenphos",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","18181-70-9","07200141783"
"072","07200139892","IODOSU","6483","IODOSULFURON-METHYL-SODIUM","Iodosulfuron-methyl-sodium",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","144550-36-7","07200141783"
"072","07200139892","IOXY","1205","IOXYNIL","Ioxynil",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","1689-83-4","07200141783"
"072","07200139892","IPD","1206","IPRODIONE","Iprodione",,"N","L","<0,05","µg/L","133","<=0,1 µg/L","","0.000000","36734-19-7","07200141783"
"072","07200139892","IPPMU","2738","DESMÉTHYLISOPROTURON","Desméthylisoproturon",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","34123-57-4","07200141783"
"072","07200139892","IPPU","2847","1-(4-ISOPROPYLPHENYL)-URÉE","1-(4-isopropylphenyl)-urée",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","56046-17-4","07200141783"
"072","07200139892","ISOXADI","2807","ISOXADIFEN-ÉTHYLE","Isoxadifen-éthyle",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","163520-33-0","07200141783"
"072","07200139892","ISOXAFL","1945","ISOXAFLUTOLE","Isoxaflutole",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","141112-29-0","07200141783"
"072","07200139892","ISP","1208","ISOPROTURON","Isoproturon",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","34123-59-6","07200141783"
"072","07200139892","ISPV","1829","ISOFENVOS","Isofenvos",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","25311-71-1","07200141783"
"072","07200139892","IXB","1672","ISOXABEN","Isoxaben",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","82558-50-7","07200141783"
"072","07200139892","K","1367","POTASSIUM","Potassium","","N","L","2,5","mg/L","162","","","2.500000","7440-09-7","07200141548"
"072","07200139892","KRESOXI","1950","KRESOXIM-MÉTHYLE","Kresoxim-méthyle",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","143390-89-0","07200141783"
"072","07200139892","LARSON","7876","INDICE DE LARSON","Indice de Larson","","N","L","0,37","SANS OBJET","X","","","0.370000","","07200141548"
"072","07200139892","LCLESA","6800","ESA ALACHLORE","ESA alachlore",,"N","L","<0,05","µg/L","133","","","0.000000","142363-53-9","07200141783"
"072","07200139892","LEROY","7877","INDICE DE LEROY","Indice de Leroy","","N","L","1,32","SANS OBJET","X","","","1.320000","","07200141548"
"072","07200139892","LNCE","1406","LENACILE","Lenacile",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","2164-08-1","07200141783"
"072","07200139892","LNR","1209","LINURON","Linuron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","330-55-2","07200141783"
"072","07200139892","LUFENUR","2026","LUFÉNURON","Lufénuron",,"N","L","<0,1","µg/L","133","<=0,1 µg/L","","0.000000","103055-07-8","07200141783"
"072","07200139892","MALTH","1210","MALATHION","Malathion",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","121-75-5","07200141783"
"072","07200139892","MANDIP","6399","MANDIPROPAMIDE","Mandipropamide",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","374726-62-2","07200141783"
"072","07200139892","MCPA","1212","2,4-MCPA","2,4-MCPA",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","94-74-6","07200141783"
"072","07200139892","MCPB","1213","2,4-MCPB","2,4-MCPB",,"N","L","<0,10","µg/L","133","<=0,1 µg/L","","0.000000","94-81-5","07200141783"
"072","07200139892","MCPP","1539","FÉNOPROP","Fénoprop",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","93-72-1","07200141783"
"072","07200139892","MEFENA","1968","MEFENACET","Mefenacet",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","73250-68-7","07200141783"
"072","07200139892","MEFENPD","2930","MEFENPYR DIETHYL","Mefenpyr diethyl",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","135590-91-9","07200141783"
"072","07200139892","MEPRONI","1878","MÉPRONIL","Mépronil",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","55814-41-0","07200141783"
"072","07200139892","MESOSUL","2578","MÉSOSULFURON-MÉTHYL","Mésosulfuron-méthyl",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","208465-21-8","07200141783"
"072","07200139892","MESOTRI","2076","MÉSOTRIONE","Mésotrione",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","104206-82-8","07200141783"
"072","07200139892","METACET","1796","MÉTALDÉHYDE","Métaldéhyde",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","108-62-3","07200141783"
"072","07200139892","METAL","1706","MÉTALAXYLE","Métalaxyle",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","57837-19-1","07200141783"
"072","07200139892","METCONA","1879","METCONAZOL","Metconazol",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","125116-23-6","07200141783"
"072","07200139892","METHACR","5792","MÉTHACRIFOS","Méthacrifos",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","62610-77-9","07200141783"
"072","07200139892","METIL","1698","DIMÉTILAN","Dimétilan",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","644-64-4","07200141783"
"072","07200139892","METOSUL","1912","MÉTOSULAM","Métosulam",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","139528-85-1","07200141783"
"072","07200139892","METRAF","5654","METRAFENONE","Metrafenone",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","220899-03-6","07200141783"
"072","07200139892","METZCL","1670","MÉTAZACHLORE","Métazachlore",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","67129-08-2","07200141783"
"072","07200139892","MG","1372","MAGNÉSIUM","Magnésium","","N","L","3,6","mg/L","162","","","3.600000","7439-95-4","07200141548"
"072","07200139892","MIR","5438","MIREX","Mirex",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","2385-85-5","07200141783"
"072","07200139892","MLNR","1227","MONOLINURON","Monolinuron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","1746-81-2","07200141783"
"072","07200139892","MN","1394","MANGANÈSE TOTAL","Manganèse total",,"N","L","<1","µg/L","133","","<=50 µg/L","0.000000","7439-96-5","07200141548"
"072","07200139892","MNR","1228","MONURON","Monuron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","150-68-5","07200141783"
"072","07200139892","MOL","1707","MOLINATE","Molinate",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","2212-67-1","07200141783"
"072","07200139892","MPNI","5533","MÉPANIPYRIM","Mépanipyrim",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","110235-47-7","07200141783"
"072","07200139892","MTBR","1515","MÉTOBROMURON","Métobromuron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","3060-89-7","07200141783"
"072","07200139892","MTBZ","1225","MÉTRIBUZINE","Métribuzine",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","21087-64-9","07200141783"
"072","07200139892","MTBZTZ","1216","MÉTABENZTHIAZURON","Métabenzthiazuron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","18691-97-9","07200141783"
"072","07200139892","MTC","1221","MÉTOLACHLORE","Métolachlore",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","51218-45-2","07200141783"
"072","07200139892","MTCESA","6854","ESA METOLACHLORE","ESA metolachlore",,"N","L","0,032","µg/L","133","","","0.032000","171118-09-5","07200141783"
"072","07200139892","MTCNOA","7729","METOLACHLOR NOA 413173","Metolachlor NOA 413173",,"N","L","0,027","µg/L","133","","","0.027000","1418095-19-8","07200141783"
"072","07200139892","MTCOXA","6853","OXA METOLACHLORE","OXA metolachlore",,"N","L","<0,01","µg/L","133","","","0.000000","152019-73-3","07200141783"
"072","07200139892","MTHC","1510","MÉTHIOCARB","Méthiocarb",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","2032-65-7","07200141783"
"072","07200139892","MTHDP","1671","MÉTHAMIDOPHOS","Méthamidophos",,"N","L","<0,025","µg/L","133","<=0,1 µg/L","","0.000000","10265-92-6","07200141783"
"072","07200139892","MTHION","1217","MÉTHIDATHION","Méthidathion",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","950-37-8","07200141783"
"072","07200139892","MTMI","1215","MÉTAMITRONE","Métamitrone",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","41394-05-2","07200141783"
"072","07200139892","MTMY","1218","MÉTHOMYL","Méthomyl",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","16752-77-5","07200141783"
"072","07200139892","MTX","1511","MÉTHOXYCHLORE","Méthoxychlore",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","72-43-5","07200141783"
"072","07200139892","MTZ","1222","MÉTOXURON","Métoxuron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","19937-59-8","07200141783"
"072","07200139892","MTZCESA","6895","ESA METAZACHLORE","ESA metazachlore",,"N","L","0,14","µg/L","133","","","0.140000","172960-62-2","07200141783"
"072","07200139892","MTZCOXA","6894","OXA METAZACHLORE","OXA metazachlore",,"N","L","0,052","µg/L","133","","","0.052000","1231244-60-2","07200141783"
"072","07200139892","MVPH","1226","MÉVINPHOS","Mévinphos",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","7786-34-7","07200141783"
"072","07200139892","MYCLOSS","1881","MYCLOBUTANIL","Myclobutanil",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","88671-89-0","07200141783"
"072","07200139892","NA","1375","SODIUM","Sodium","","N","L","54,8","mg/L","162","","<=200 mg/L","54.800000","7440-23-5","07200141548"
"072","07200139892","NAPR","1519","NAPROPAMIDE","Napropamide",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","15299-99-7","07200141783"
"072","07200139892","NBR","1520","NÉBURON","Néburon",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","555-37-3","07200141783"
"072","07200139892","NDMS","6384","N,N-DIMETHYLSULFAMIDE","N,N-Dimethylsulfamide",,"N","L","<0,05","µg/L","133","<=0,1 µg/L","","0.000000","3984-14-3","07200141783"
"072","07200139892","NFZ","1669","NORFLURAZON","Norflurazon",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","27314-13-2","07200141783"
"072","07200139892","NH4","1335","AMMONIUM (EN NH4)","Ammonium (en NH4)",,"N","L","<0,010","mg/L","162","","<=0,1 mg/L","0.000000","14798-03-9","07200141548"
"072","07200139892","NICOSUL","1882","NICOSULFURON","Nicosulfuron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","111991-09-4","07200141783"
"072","07200139892","NO2","1339","NITRITES (EN NO2)","Nitrites (en NO2)",,"N","L","<0,010","mg/L","162","<=0,1 mg/L","","0.000000","14797-65-0","07200141548"
"072","07200139892","NO3","1340","NITRATES (EN NO3)","Nitrates (en NO3)",,"N","L","24","mg/L","162","<=50 mg/L","","24.000000","14797-55-8","07200141548"
"072","07200139892","NO3_NO2","6374","NITRATES/50 + NITRITES/3","Nitrates/50 + Nitrites/3","","N","L","0,48","mg/L","162","<=1 mg/L","","0.480000","","07200141548"
"072","07200139892","NORFLDM","2737","DESMETHYLNORFLURAZON","Desmethylnorflurazon",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","23576-24-1","07200141783"
"072","07200139892","NUARIMO","1883","NUARIMOL","Nuarimol",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","63284-71-9","07200141783"
"072","07200139892","OCHA","1848","OXYCHLORDANE","Oxychlordane",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","27304-13-8","07200141783"
"072","07200139892","ODQ","5901","ODEUR (QUALITATIF)","Odeur (qualitatif)",,"O","L","Aucun changement anormal","SANS OBJET","X","","","0.000000","","07200141548"
"072","07200139892","ODX","1666","OXADIXYL","Oxadixyl",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","77732-09-3","07200141783"
"072","07200139892","OFURACE","2027","OFURACE","Ofurace",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","58810-48-3","07200141783"
"072","07200139892","OOA","1230","OMÉTHOATE","Ométhoate",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","1113-02-6","07200141783"
"072","07200139892","ORZ","1668","ORYZALIN","Oryzalin",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","19044-88-3","07200141783"
"072","07200139892","OXALCL","6855","OXA ALACHLORE","OXA alachlore",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","171262-17-2","07200141783"
"072","07200139892","OXDG","2068","OXADIARGYL","Oxadiargyl",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","39807-15-3","07200141783"
"072","07200139892","OXDM","1231","OXYDÉMÉTON MÉTHYL","Oxydéméton méthyl",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","301-12-2","07200141783"
"072","07200139892","OXDZ","1667","OXADIAZON","Oxadiazon",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","19666-30-9","07200141783"
"072","07200139892","OXYFLUO","1952","OXYFLUORFENE","Oxyfluorfene",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","42874-03-3","07200141783"
"072","07200139892","OXYM","1850","OXAMYL","Oxamyl",,"N","L","<0,05","µg/L","133","<=0,1 µg/L","","0.000000","23135-22-0","07200141783"
"072","07200139892","PACLOBU","2545","PACLOBUTRAZOLE","Paclobutrazole",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","76738-62-0","07200141783"
"072","07200139892","PARM","5793","PARAOXON MÉTHYL","Paraoxon méthyl",,"N","L","<0,05","µg/L","133","<=0,1 µg/L","","0.000000","950-35-6","07200141783"
"072","07200139892","PARTH","1232","PARATHION ÉTHYL","Parathion éthyl",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","56-38-2","07200141783"
"072","07200139892","PARTHM","1233","PARATHION MÉTHYL","Parathion méthyl",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","298-00-0","07200141783"
"072","07200139892","PCLR","1253","PROCHLORAZE","Prochloraze",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","67747-09-5","07200141783"
"072","07200139892","PDM","1234","PENDIMÉTHALINE","Pendiméthaline",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","40487-42-1","07200141783"
"072","07200139892","PECNZ","1762","PENCONAZOLE","Penconazole",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","66246-88-6","07200141783"
"072","07200139892","PENCYCU","1887","PENCYCURON","Pencycuron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","66063-05-6","07200141783"
"072","07200139892","PESTOT","6276","TOTAL DES PESTICIDES ANALYSÉS","Total des pesticides analysés",,"N","L","0,084","µg/L","133","<=0,5 µg/L","","0.084000","","07200141783"
"072","07200139892","PETHO","7519","PETHOXAMIDE","Pethoxamide",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","106700-29-2","07200141783"
"072","07200139892","PH","1302","PH ","pH",,"N","L","7,7","unité pH","264","",">=6,5 et <=9 unité pH","7.700000","","07200141548"
"072","07200139892","PH","1302","PH ","pH",,"N","T","7,8","unité pH","264","",">=6,5 et <=9 unité pH","7.800000","",""
"072","07200139892","PHE","6488","PH D'ÉQUILIBRE À LA T° ÉCHANTILLON","pH d'équilibre à la t° échantillon","","N","L","7,84","unité pH","264","","","7.840000","","07200141548"
"072","07200139892","PHENTHO","5813","PHENTOATE","Phentoate",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","2597-03-7","07200141783"
"072","07200139892","PHM","1665","PHOXIME","Phoxime",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","14816-18-3","07200141783"
"072","07200139892","PHOSL","1237","PHOSALONE","Phosalone",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","2310-17-0","07200141783"
"072","07200139892","PHRT","1525","PHORATE","Phorate",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","298-02-2","07200141783"
"072","07200139892","PHTHA","7587","PHTHALIMIDE","Phthalimide",,"N","L","<0,1","µg/L","133","<=0,1 µg/L","","0.000000","85-41-6","07200141783"
"072","07200139892","PICLO","1708","PICLORAME","Piclorame",,"N","L","<0,1","µg/L","133","<=0,1 µg/L","","0.000000","1918-02-1","07200141783"
"072","07200139892","PICONA","5665","PICOLINAFEN","Picolinafen",,"N","L","<0,05","µg/L","133","<=0,1 µg/L","","0.000000","137641-05-5","07200141783"
"072","07200139892","PICOX","2669","PICOXYSTROBINE","Picoxystrobine",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","117428-22-5","07200141783"
"072","07200139892","PINOX","7057","PINOXADEN","Pinoxaden",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","243973-20-8","07200141783"
"072","07200139892","PMC","1528","PYRIMICARBE","Pyrimicarbe",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","23103-98-2","07200141783"
"072","07200139892","PMPA","1359","CYPRODINIL","Cyprodinil",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","121552-61-2","07200141783"
"072","07200139892","PMPT","1260","PYRIMIPHOS ÉTHYL","Pyrimiphos éthyl",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","23505-41-1","07200141783"
"072","07200139892","PPBTX","1709","PIPERONIL BUTOXIDE","Piperonil butoxide",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","51-03-6","07200141783"
"072","07200139892","PPCHL","1712","PROPACHLORE","Propachlore",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","1918-16-7","07200141783"
"072","07200139892","PPCNZ","1257","PROPICONAZOLE","Propiconazole",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","60207-90-1","07200141783"
"072","07200139892","PPIT","1255","PROPARGITE","Propargite",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","2312-35-8","07200141783"
"072","07200139892","PPMD","1238","PHOSPHAMIDON","Phosphamidon",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","13171-21-6","07200141783"
"072","07200139892","PPTP","1533","PROPÉTAMPHOS","Propétamphos",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","31218-83-4","07200141783"
"072","07200139892","PPX","1535","PROPOXUR","Propoxur",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","114-26-1","07200141783"
"072","07200139892","PRIM","5488","PRIMISULFURON MÉTHYL","Primisulfuron méthyl",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","86209-51-0","07200141783"
"072","07200139892","PRMTN","1432","PYRIMÉTHANIL","Pyriméthanil",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","53112-28-0","07200141783"
"072","07200139892","PROCYM","1664","PROCYMIDONE","Procymidone",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","32809-16-8","07200141783"
"072","07200139892","PROFENO","1889","PROFÉNOFOS","Profénofos",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","41198-08-7","07200141783"
"072","07200139892","PROM","1254","PROMÉTHRINE","Prométhrine",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","7287-19-6","07200141783"
"072","07200139892","PROMN","1711","PROMÉTON","Prométon",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","1610-18-0","07200141783"
"072","07200139892","PROP","1256","PROPAZINE","Propazine",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","139-40-2","07200141783"
"072","07200139892","PROPAMO","6398","PROPAMOCARBE","Propamocarbe",,"N","L","<0,012","µg/L","133","<=0,1 µg/L","","0.000000","24579-73-5","07200141783"
"072","07200139892","PROPAQU","1972","PROPAQUIZAFOP","Propaquizafop",,"N","L","<0,05","µg/L","133","<=0,1 µg/L","","0.000000","111479-05-1","07200141783"
"072","07200139892","PROSULF","2534","PROSULFURON","Prosulfuron",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","94125-34-5","07200141783"
"072","07200139892","PROTHIO","5603","PROTHIOCONAZOLE","Prothioconazole",,"N","L","<0,05","µg/L","133","<=0,1 µg/L","","0.000000","178928-70-6","07200141783"
"072","07200139892","PRPZ","1414","PROPYZAMIDE","Propyzamide",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","23950-58-5","07200141783"
"072","07200139892","PRT","1523","PERMÉTHRINE","Perméthrine",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","52645-53-1","07200141783"
"072","07200139892","PSFC","1092","PROSULFOCARBE","Prosulfocarbe",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","52888-80-9","07200141783"
"072","07200139892","PYMET","5416","PYMÉTROZINE","Pymétrozine",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","123312-89-0","07200141783"
"072","07200139892","PYRAC","2576","PYRACLOSTROBINE","Pyraclostrobine",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","175013-18-0","07200141783"
"072","07200139892","PYRIDAB","1890","PYRIDABÈNE","Pyridabène",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","96489-71-3","07200141783"
"072","07200139892","PYRMM","1261","PYRIMIPHOS MÉTHYL","Pyrimiphos méthyl",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","29232-93-7","07200141783"
"072","07200139892","PYROX","7340","PYROXSULAME","Pyroxsulame",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","422556-08-9","07200141783"
"072","07200139892","PYRX","1663","PYRIFÉNOX","Pyrifénox",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","88283-41-4","07200141783"
"072","07200139892","PZP","1258","PYRAZOPHOS","Pyrazophos",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","13457-18-6","07200141783"
"072","07200139892","QUINMR","2087","QUINMERAC","Quinmerac",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","90717-03-6","07200141783"
"072","07200139892","QUINOXY","2028","QUINOXYFEN","Quinoxyfen",,"N","L","<0,001","µg/L","133","<=0,1 µg/L","","0.000000","124495-18-7","07200141783"
"072","07200139892","QUIZO","2069","QUIZALOFOP","Quizalofop",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","76578-12-6","07200141783"
"072","07200139892","QUIZOET","2070","QUIZALOFOP ÉTHYLE","Quizalofop éthyle",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","76578-14-8","07200141783"
"072","07200139892","ROTENON","2029","ROTÉNONE","Roténone",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","83-79-4","07200141783"
"072","07200139892","RSFU","1892","RIMSULFURON","Rimsulfuron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","122931-48-0","07200141783"
"072","07200139892","SAVQ","5902","SAVEUR (QUALITATIF)","Saveur (qualitatif)",,"O","L","Aucun changement anormal","SANS OBJET","X","","","0.000000","","07200141548"
"072","07200139892","SCT","1662","SULCOTRIONE","Sulcotrione",,"N","L","<0,02","µg/L","133","<=0,1 µg/L","","0.000000","99105-77-8","07200141783"
"072","07200139892","SEBUT","1923","SÉBUTHYLAZINE","Sébuthylazine",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","7286-69-3","07200141783"
"072","07200139892","SECB","1262","SECBUMÉTON","Secbuméton",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","26259-45-0","07200141783"
"072","07200139892","SHYD","1831","SIMAZINE HYDROXY","Simazine hydroxy",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","2599-11-3","07200141783"
"072","07200139892","SIDURON","1893","SIDURON","Siduron",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","1982-49-6","07200141783"
